monthly_income,dti_ratio,credit_history_years,education,region,gender,ethnicity,age_group,approved
3330.97,0.7338,11.4,Masters,South,Female,Group_C,Senior,0
3543.02,0.1559,7.0,Bachelors,Central,Female,Group_B,Adult,1
8197.31,0.1471,9.5,High School,North,Female,Group_D,Adult,1
9303.61,0.3483,11.2,No Degree,East,Male,Group_B,Adult,0
3799.22,0.4286,8.1,High School,North,Female,Group_A,Young,0
4549.32,0.621,12.3,High School,East,Male,Group_A,Young,0
2096.03,0.5135,1.9,High School,West,Male,Group_A,Adult,0
4487.4,0.4224,4.9,No Degree,Central,Male,Group_B,Adult,0
2378.49,0.3421,12.4,PhD,West,Male,Group_A,Adult,0
3850.01,0.3056,10.5,High School,Central,Male,Group_A,Adult,0
8422.7,0.5484,7.4,Masters,North,Male,Group_A,Young,0
2319.37,0.0909,6.2,Bachelors,North,Male,Group_A,Adult,0
3130.65,0.1737,4.5,High School,Central,Female,Group_A,Young,0
3138.35,0.3996,11.1,High School,South,Male,Group_C,Young,0
2133.62,0.3679,12.0,Masters,East,Male,Group_A,Young,0
7565.49,0.441,14.0,Bachelors,South,Male,Group_D,Adult,0
5645.53,0.2657,24.7,High School,Central,Male,Group_A,Adult,1
12142.02,0.3847,6.7,Bachelors,South,Male,Group_C,Senior,1
2987.94,0.0684,7.5,High School,North,Female,Group_A,Young,0
2026.21,0.3784,9.2,Bachelors,South,Female,Group_C,Adult,0
7868.79,0.111,9.8,Masters,East,Female,Group_B,Young,1
4103.44,0.4817,12.6,Bachelors,North,Female,Group_B,Young,0
3892.04,0.4448,4.9,High School,Central,Female,Group_A,Adult,0
10290.88,0.2357,12.3,No Degree,South,Female,Group_A,Adult,0
5350.16,0.1882,7.2,Bachelors,South,Male,Group_C,Adult,0
7724.08,0.1001,15.2,High School,West,Female,Group_B,Adult,1
3599.95,0.2481,7.7,Masters,Central,Male,Group_B,Adult,0
3420.11,0.1923,10.2,No Degree,East,Male,Group_A,Adult,0
4094.15,0.5674,13.4,Bachelors,Central,Female,Group_C,Young,0
6871.81,0.1217,4.5,No Degree,South,Male,Group_C,Adult,0
5041.46,0.0813,9.5,Bachelors,East,Female,Group_A,Young,1
6210.4,0.2378,24.9,Masters,North,Male,Group_D,Adult,1
1337.27,0.4764,9.4,High School,Central,Female,Group_A,Senior,0
1917.96,0.4033,17.7,High School,Central,Male,Group_A,Adult,0
1674.32,0.1227,5.0,Bachelors,Central,Female,Group_B,Adult,0
4065.75,0.1531,14.2,Bachelors,South,Male,Group_D,Senior,1
2443.46,0.0817,8.7,High School,North,Male,Group_B,Young,0
11439.5,0.5459,10.7,High School,South,Female,Group_C,Adult,0
4862.5,0.1829,11.8,High School,Central,Non-Binary,Group_A,Adult,1
5477.17,0.1578,9.5,Bachelors,Central,Female,Group_B,Young,0
2850.08,0.2937,15.8,Bachelors,West,Male,Group_B,Adult,0
2805.97,0.6236,9.1,Bachelors,Central,Female,Group_A,Young,0
10674.57,0.2342,12.0,Bachelors,West,Male,Group_B,Adult,1
11982.54,0.3738,4.2,High School,North,Male,Group_A,Senior,0
6050.59,0.1133,5.1,High School,Central,Male,Group_A,Adult,1
1779.57,0.1503,11.6,High School,North,Female,Group_A,Adult,0
3972.94,0.4263,12.5,Bachelors,North,Male,Group_A,Young,0
5748.15,0.0347,14.9,High School,East,Female,Group_B,Young,1
4385.32,0.2097,5.0,Masters,Central,Female,Group_C,Adult,1
1702.61,0.4055,5.2,High School,East,Male,Group_B,Young,0
12391.4,0.1094,12.2,Masters,North,Female,Group_A,Senior,1
3236.52,0.5527,17.3,Masters,North,Female,Group_A,Adult,0
2513.48,0.5398,12.0,Masters,Central,Female,Group_A,Adult,0
4839.48,0.2856,5.2,Bachelors,South,Female,Group_C,Senior,0
8885.06,0.2243,4.7,Masters,East,Female,Group_A,Adult,1
6351.89,0.6308,9.9,No Degree,North,Male,Group_B,Senior,0
2545.75,0.3154,8.4,High School,North,Male,Group_A,Adult,0
2344.21,0.2339,9.3,Masters,West,Male,Group_A,Adult,0
1642.89,0.7445,7.7,Masters,South,Male,Group_C,Young,0
4247.98,0.3528,7.4,Bachelors,West,Female,Group_A,Adult,0
3879.47,0.2978,3.6,Bachelors,North,Male,Group_B,Adult,0
6354.61,0.5697,6.3,Bachelors,North,Non-Binary,Group_C,Young,0
3488.56,0.4747,6.1,Bachelors,Central,Male,Group_A,Young,0
7997.26,0.2315,15.5,Masters,East,Male,Group_A,Adult,1
6818.14,0.0671,8.7,Bachelors,East,Male,Group_D,Young,1
3413.72,0.0931,16.6,High School,East,Female,Group_B,Adult,1
5976.48,0.4809,7.5,Bachelors,Central,Female,Group_B,Adult,1
9551.81,0.0666,8.8,Bachelors,South,Male,Group_C,Adult,1
3040.1,0.3242,12.1,Bachelors,Central,Male,Group_A,Young,0
4417.53,0.1723,8.4,Masters,North,Male,Group_A,Senior,1
4374.76,0.6396,14.5,Bachelors,South,Male,Group_B,Senior,0
4109.85,0.1344,5.3,No Degree,West,Female,Group_A,Adult,0
7338.93,0.0787,8.6,Masters,East,Male,Group_B,Adult,1
7635.33,0.4889,10.0,High School,East,Female,Group_B,Adult,0
6022.97,0.0857,9.3,No Degree,South,Female,Group_C,Young,0
5880.91,0.4093,9.3,Bachelors,South,Female,Group_C,Senior,0
3710.4,0.7475,15.5,No Degree,East,Male,Group_A,Adult,0
5797.97,0.2674,8.2,High School,Central,Male,Group_B,Young,1
2584.83,0.2582,15.9,Bachelors,Central,Female,Group_B,Adult,1
16971.16,0.4648,6.9,Bachelors,West,Female,Group_A,Young,1
9654.05,0.5692,8.4,High School,North,Male,Group_A,Adult,0
7928.89,0.1624,7.5,No Degree,East,Female,Group_B,Young,1
6027.99,0.2621,3.3,Masters,North,Male,Group_A,Adult,0
6030.53,0.1385,15.3,High School,West,Female,Group_A,Young,1
2111.05,0.2285,6.5,Masters,Central,Male,Group_A,Adult,0
2619.38,0.3448,3.7,Bachelors,South,Female,Group_B,Adult,0
2787.82,0.324,9.1,Bachelors,Central,Male,Group_C,Senior,0
5060.27,0.0747,8.2,High School,North,Female,Group_A,Adult,1
4269.45,0.2485,3.5,PhD,North,Male,Group_A,Adult,1
7373.62,0.4224,7.7,High School,South,Male,Group_A,Adult,0
3032.75,0.6494,4.8,High School,East,Female,Group_B,Adult,0
8211.63,0.1319,10.7,Bachelors,West,Male,Group_A,Senior,1
3261.07,0.0184,8.3,Masters,West,Female,Group_C,Adult,0
3987.89,0.2671,9.7,Bachelors,West,Male,Group_B,Adult,0
7690.36,0.496,14.2,Masters,Central,Female,Group_A,Adult,1
6325.39,0.2627,5.5,Bachelors,East,Non-Binary,Group_A,Adult,0
2628.77,0.4167,5.8,Masters,East,Female,Group_B,Adult,0
8366.83,0.0341,9.9,Bachelors,Central,Male,Group_B,Adult,1
5138.38,0.4248,23.3,Bachelors,West,Female,Group_B,Adult,1
1683.95,0.3802,3.8,Masters,South,Female,Group_C,Adult,0
3224.91,0.2344,11.7,Masters,West,Female,Group_A,Adult,0
4004.55,0.1558,4.0,High School,West,Female,Group_A,Adult,0
2738.95,0.2025,8.2,Bachelors,South,Female,Group_C,Adult,0
9617.66,0.0996,10.2,High School,North,Male,Group_B,Adult,1
4074.98,0.3056,7.0,Bachelors,South,Female,Group_C,Adult,0
6186.29,0.1128,6.6,PhD,East,Male,Group_B,Adult,1
5449.58,0.2653,12.3,High School,East,Female,Group_A,Adult,0
6994.45,0.1629,5.5,Bachelors,North,Male,Group_B,Young,0
11344.92,0.1017,7.9,High School,East,Female,Group_A,Young,1
6890.16,0.3044,16.7,Bachelors,South,Female,Group_C,Senior,1
11746.46,0.1748,9.1,Bachelors,West,Male,Group_B,Adult,1
6982.25,0.2916,10.9,Bachelors,East,Female,Group_A,Senior,1
5248.86,0.162,9.0,No Degree,North,Male,Group_A,Young,0
5771.74,0.0678,7.3,High School,East,Female,Group_A,Adult,1
1322.55,0.1119,16.0,Bachelors,Central,Female,Group_D,Young,0
3914.42,0.2069,9.3,High School,West,Female,Group_B,Senior,0
4574.3,0.0943,18.0,Bachelors,Central,Female,Group_A,Senior,1
6118.22,0.179,7.5,Bachelors,Central,Female,Group_A,Adult,1
4852.48,0.5139,9.6,High School,Central,Female,Group_A,Adult,0
5807.69,0.1413,7.0,Masters,West,Male,Group_B,Young,1
2536.16,0.543,17.9,High School,East,Male,Group_D,Adult,0
2229.05,0.0779,8.1,High School,East,Female,Group_C,Adult,0
2720.13,0.0713,10.6,Masters,South,Female,Group_D,Senior,1
10781.61,0.157,10.1,High School,Central,Male,Group_A,Adult,1
2607.25,0.3771,16.0,No Degree,East,Female,Group_A,Senior,0
3313.29,0.5227,9.2,Masters,North,Non-Binary,Group_B,Adult,0
5180.08,0.2571,5.7,Masters,South,Male,Group_C,Adult,0
2217.62,0.0266,12.0,Bachelors,East,Male,Group_A,Adult,0
3177.43,0.3544,15.4,High School,North,Male,Group_B,Young,0
6893.89,0.0907,14.5,Bachelors,Central,Female,Group_A,Senior,1
3948.06,0.2455,20.6,High School,South,Male,Group_C,Adult,0
11404.27,0.1488,13.6,Bachelors,North,Male,Group_C,Adult,1
2102.16,0.2269,7.0,High School,West,Non-Binary,Group_A,Adult,0
4134.82,0.3575,18.4,Bachelors,North,Female,Group_C,Adult,0
3948.58,0.2793,6.5,Bachelors,East,Female,Group_B,Adult,1
4892.86,0.1614,6.3,Bachelors,East,Female,Group_B,Young,1
2661.43,0.0415,12.8,Masters,East,Male,Group_A,Young,0
3676.66,0.2148,3.9,Bachelors,West,Non-Binary,Group_D,Adult,0
7292.21,0.5662,23.0,Masters,Central,Female,Group_C,Young,0
4295.4,0.1518,7.5,PhD,Central,Female,Group_B,Young,0
2878.82,0.2901,10.5,High School,Central,Female,Group_B,Adult,0
13905.3,0.2956,9.5,High School,West,Female,Group_B,Senior,1
5036.92,0.187,11.1,Bachelors,West,Female,Group_D,Young,0
6678.66,0.2717,8.3,Masters,Central,Female,Group_B,Young,0
7201.7,0.4269,10.5,Bachelors,North,Male,Group_B,Young,0
4743.93,0.1678,13.4,High School,Central,Female,Group_C,Adult,1
3311.41,0.2284,9.7,No Degree,Central,Male,Group_A,Adult,0
5429.48,0.294,14.7,Masters,North,Female,Group_D,Young,0
3463.19,0.2287,9.6,Masters,South,Male,Group_D,Adult,0
5918.18,0.1326,2.0,Bachelors,East,Female,Group_A,Adult,0
4527.29,0.4319,9.0,Bachelors,North,Male,Group_B,Young,0
8223.14,0.383,12.8,High School,East,Male,Group_A,Young,1
2777.34,0.4984,4.9,High School,Central,Female,Group_A,Adult,0
7039.26,0.2796,5.3,High School,East,Female,Group_B,Adult,0
6680.11,0.2964,21.6,Masters,East,Male,Group_D,Adult,1
4361.14,0.3563,18.2,Bachelors,East,Female,Group_B,Adult,1
7080.49,0.4173,9.1,High School,West,Non-Binary,Group_A,Adult,1
6059.89,0.0553,15.5,No Degree,Central,Female,Group_A,Senior,0
6860.78,0.3131,23.8,Bachelors,East,Non-Binary,Group_A,Senior,1
6645.92,0.2389,16.7,High School,North,Female,Group_B,Adult,1
5039.49,0.727,9.9,High School,South,Female,Group_C,Young,0
3647.87,0.3176,17.8,High School,West,Female,Group_A,Adult,1
3626.86,0.1154,8.1,Bachelors,Central,Female,Group_B,Young,1
4414.62,0.3154,7.1,Bachelors,East,Female,Group_B,Senior,0
7491.85,0.2375,5.2,No Degree,Central,Male,Group_B,Senior,1
6742.08,0.225,4.9,PhD,South,Female,Group_B,Adult,1
8127.35,0.515,15.1,PhD,West,Male,Group_A,Senior,1
8545.32,0.4664,9.9,High School,North,Male,Group_B,Adult,0
4409.44,0.1189,17.1,High School,Central,Female,Group_A,Adult,1
13111.05,0.4481,4.7,No Degree,East,Female,Group_B,Adult,0
4665.78,0.0892,20.5,PhD,East,Male,Group_A,Senior,1
3839.32,0.2516,11.5,Bachelors,East,Male,Group_A,Adult,0
5806.11,0.2853,15.1,High School,North,Male,Group_D,Senior,0
6259.5,0.2301,10.2,High School,Central,Female,Group_A,Adult,1
3392.15,0.1452,13.0,No Degree,South,Male,Group_C,Adult,0
4539.96,0.2607,10.5,PhD,South,Female,Group_B,Adult,1
3930.47,0.0609,3.8,Bachelors,West,Female,Group_B,Adult,1
5275.2,0.1714,3.6,High School,South,Female,Group_C,Adult,0
7316.81,0.3897,19.4,No Degree,North,Male,Group_A,Adult,0
4302.9,0.3452,6.9,Masters,North,Male,Group_D,Senior,0
6544.35,0.1702,9.6,Masters,West,Female,Group_B,Young,1
2454.25,0.6247,9.2,High School,North,Female,Group_D,Senior,0
7668.63,0.3445,11.0,High School,Central,Female,Group_A,Young,1
3917.8,0.2115,10.7,Bachelors,North,Female,Group_B,Young,0
3883.02,0.3572,8.2,Masters,Central,Female,Group_A,Senior,0
6003.93,0.2091,11.1,Masters,West,Female,Group_D,Adult,1
6163.81,0.0298,7.7,Bachelors,Central,Male,Group_A,Young,1
4646.39,0.2537,7.6,No Degree,West,Female,Group_A,Senior,0
3151.4,0.2554,8.2,High School,Central,Female,Group_B,Young,0
3866.93,0.5053,18.5,High School,North,Female,Group_B,Adult,0
5154.48,0.0889,17.4,High School,West,Female,Group_A,Adult,1
6278.71,0.4096,16.4,Bachelors,South,Female,Group_C,Young,0
3256.88,0.4632,7.2,Bachelors,East,Male,Group_B,Senior,0
3568.6,0.5153,8.5,Bachelors,North,Female,Group_D,Adult,0
5605.32,0.2729,10.1,High School,East,Non-Binary,Group_B,Adult,0
4714.44,0.2262,7.1,No Degree,East,Male,Group_B,Young,0
5288.28,0.4039,6.9,Masters,South,Male,Group_B,Adult,0
1329.79,0.3573,6.6,Bachelors,West,Male,Group_A,Senior,0
4240.96,0.2006,8.6,High School,Central,Female,Group_B,Young,0
7529.88,0.1998,4.9,Bachelors,East,Female,Group_D,Adult,0
3612.16,0.0636,7.8,Bachelors,South,Female,Group_C,Adult,0
6268.31,0.3579,5.2,Bachelors,East,Female,Group_A,Adult,1
2685.51,0.2352,9.2,High School,West,Female,Group_B,Young,0
2249.82,0.4875,4.0,No Degree,North,Non-Binary,Group_B,Adult,0
6056.63,0.1608,12.3,Bachelors,East,Male,Group_B,Adult,1
4782.73,0.2473,7.6,No Degree,South,Female,Group_C,Adult,0
4154.95,0.2219,20.3,High School,East,Female,Group_A,Adult,1
7504.31,0.1181,10.3,Bachelors,North,Male,Group_A,Adult,1
4205.21,0.3411,19.1,High School,Central,Female,Group_B,Adult,1
3582.05,0.1121,2.5,Masters,West,Female,Group_A,Adult,1
3393.41,0.4737,5.5,Masters,North,Male,Group_A,Adult,0
3052.84,0.4472,9.9,Bachelors,East,Male,Group_A,Adult,0
6206.32,0.4604,8.7,Bachelors,East,Male,Group_B,Adult,1
4204.67,0.2157,12.3,High School,West,Male,Group_A,Adult,0
8701.58,0.1607,11.0,Bachelors,East,Female,Group_C,Young,1
1123.08,0.243,9.0,Masters,Central,Female,Group_B,Adult,0
7796.42,0.0672,20.9,PhD,North,Male,Group_D,Adult,1
5882.96,0.1304,14.5,High School,East,Female,Group_B,Adult,1
4696.57,0.488,5.3,Masters,South,Female,Group_C,Adult,0
2576.77,0.324,10.5,High School,Central,Female,Group_C,Adult,0
2143.21,0.2864,4.3,Bachelors,Central,Female,Group_A,Young,0
7154.85,0.0603,10.2,No Degree,West,Male,Group_B,Young,1
5547.34,0.2536,7.1,Bachelors,East,Female,Group_A,Adult,0
5495.09,0.1727,18.5,Bachelors,North,Non-Binary,Group_A,Adult,1
4669.3,0.0704,12.3,High School,South,Male,Group_C,Young,0
7516.86,0.1265,8.9,High School,Central,Female,Group_A,Senior,1
3666.76,0.5877,5.0,Bachelors,East,Female,Group_A,Adult,0
4153.88,0.1205,7.6,Masters,North,Female,Group_A,Young,0
4499.41,0.3006,12.7,High School,East,Female,Group_B,Adult,0
4416.8,0.0338,21.1,Bachelors,North,Female,Group_B,Adult,1
9588.18,0.3883,6.5,Masters,West,Male,Group_D,Adult,1
2624.86,0.1871,3.4,Bachelors,North,Female,Group_A,Young,0
1849.58,0.3899,8.9,Bachelors,North,Female,Group_A,Young,0
2375.56,0.1729,14.7,High School,East,Male,Group_A,Adult,0
6917.61,0.1274,9.3,High School,North,Male,Group_B,Young,1
4673.26,0.2218,19.2,Bachelors,East,Female,Group_D,Adult,1
2209.76,0.2736,7.3,Bachelors,West,Male,Group_A,Young,0
5165.89,0.6724,5.7,High School,East,Female,Group_A,Adult,0
4179.75,0.1852,7.1,Bachelors,West,Female,Group_A,Young,1
6501.23,0.1482,10.2,Masters,Central,Male,Group_C,Adult,1
7310.98,0.4261,5.0,High School,Central,Female,Group_B,Young,0
17310.69,0.3212,11.9,Bachelors,North,Male,Group_B,Adult,1
2721.46,0.1204,13.3,Bachelors,East,Male,Group_A,Adult,1
1936.47,0.5775,5.8,High School,South,Male,Group_C,Adult,0
6598.24,0.2138,1.6,High School,Central,Male,Group_B,Adult,0
8049.43,0.1813,12.4,Masters,North,Female,Group_A,Adult,0
2597.11,0.156,8.1,Bachelors,East,Female,Group_A,Adult,0
2598.36,0.4108,9.2,High School,South,Male,Group_C,Adult,0
5838.23,0.1231,8.9,Bachelors,East,Female,Group_A,Young,1
11582.39,0.2177,9.2,High School,South,Non-Binary,Group_A,Senior,0
3170.66,0.2717,7.9,Masters,West,Female,Group_A,Adult,0
5133.45,0.3331,11.8,Bachelors,South,Non-Binary,Group_C,Young,0
1901.56,0.2206,12.5,PhD,North,Male,Group_A,Adult,1
4450.21,0.2276,6.1,Bachelors,North,Female,Group_A,Young,0
4643.28,0.2936,14.2,Masters,North,Female,Group_C,Adult,0
10237.06,0.4095,11.1,High School,North,Female,Group_D,Adult,0
3451.83,0.308,9.1,No Degree,Central,Female,Group_D,Young,0
6927.16,0.1683,13.6,No Degree,North,Male,Group_A,Young,1
3341.31,0.0808,11.7,Masters,East,Male,Group_A,Adult,0
5141.84,0.4541,14.3,PhD,Central,Female,Group_A,Adult,1
13886.34,0.3144,8.4,Masters,South,Female,Group_C,Senior,1
12046.76,0.1956,9.4,Bachelors,South,Male,Group_A,Young,1
13098.91,0.0679,5.9,PhD,South,Female,Group_C,Adult,1
5995.63,0.2167,15.2,Bachelors,East,Male,Group_A,Senior,1
4424.31,0.3423,10.5,High School,West,Male,Group_A,Adult,1
5667.27,0.282,7.0,High School,Central,Male,Group_C,Adult,0
6204.46,0.5292,14.7,Bachelors,Central,Male,Group_C,Young,0
5970.93,0.4992,8.2,High School,North,Male,Group_A,Adult,0
3443.72,0.2249,16.7,High School,North,Female,Group_B,Adult,1
3375.23,0.0506,14.2,No Degree,North,Female,Group_C,Adult,0
3647.77,0.2599,6.5,High School,East,Female,Group_A,Young,0
8393.04,0.1858,6.5,High School,Central,Male,Group_A,Adult,0
8861.92,0.1305,8.6,High School,Central,Male,Group_A,Young,0
24142.21,0.2242,6.9,High School,North,Male,Group_A,Adult,1
6080.38,0.6266,4.2,Masters,Central,Male,Group_A,Adult,0
3313.58,0.165,3.3,Bachelors,Central,Male,Group_A,Adult,0
3868.24,0.3169,9.7,High School,East,Female,Group_D,Adult,0
4542.57,0.2567,6.8,High School,East,Male,Group_A,Adult,0
10437.12,0.8386,16.2,High School,Central,Female,Group_C,Adult,0
7090.2,0.2046,12.0,Bachelors,West,Male,Group_B,Young,1
2506.38,0.4602,6.1,Masters,East,Male,Group_A,Young,0
4777.05,0.1053,13.4,High School,North,Male,Group_D,Adult,1
2354.92,0.2111,12.5,Bachelors,Central,Non-Binary,Group_B,Adult,0
6609.34,0.6452,8.6,High School,West,Female,Group_A,Adult,0
3451.61,0.5994,9.1,High School,North,Male,Group_B,Adult,0
3620.56,0.4041,4.1,High School,East,Female,Group_A,Adult,0
1921.06,0.1155,8.5,High School,Central,Female,Group_B,Adult,1
7175.37,0.5276,9.2,Bachelors,South,Female,Group_C,Adult,0
8994.18,0.1054,4.1,High School,South,Female,Group_B,Senior,1
3475.62,0.2717,10.3,High School,West,Male,Group_B,Adult,0
4532.33,0.414,11.9,High School,East,Female,Group_D,Adult,0
3867.43,0.5132,14.2,Bachelors,Central,Male,Group_B,Adult,0
4406.65,0.2303,6.6,Bachelors,West,Female,Group_A,Senior,1
3262.25,0.3662,9.4,Bachelors,Central,Female,Group_B,Senior,0
2835.22,0.2749,7.1,PhD,East,Female,Group_A,Young,0
9743.05,0.2727,16.3,No Degree,East,Male,Group_B,Adult,1
1313.1,0.0887,7.8,High School,West,Female,Group_A,Adult,0
6323.68,0.2599,8.7,High School,North,Female,Group_A,Adult,0
5662.76,0.1765,7.5,No Degree,North,Female,Group_A,Adult,1
11236.91,0.11,19.0,Masters,South,Female,Group_B,Young,1
4366.89,0.4827,14.7,High School,East,Male,Group_B,Adult,0
4082.03,0.3541,6.3,Bachelors,North,Female,Group_A,Adult,0
3280.56,0.0182,13.7,High School,Central,Male,Group_A,Young,0
5871.01,0.2838,10.5,PhD,West,Male,Group_B,Adult,1
3449.15,0.3319,11.7,High School,South,Male,Group_C,Senior,0
2795.06,0.1489,6.4,High School,East,Male,Group_A,Adult,0
3399.75,0.4203,10.5,No Degree,North,Male,Group_D,Adult,0
3061.3,0.4697,14.4,No Degree,West,Male,Group_C,Adult,0
2972.09,0.089,5.4,High School,North,Female,Group_A,Young,0
5128.94,0.2539,9.8,High School,North,Female,Group_A,Adult,0
4459.23,0.3296,9.2,High School,East,Non-Binary,Group_D,Senior,0
6469.13,0.4207,9.8,Masters,South,Male,Group_C,Adult,0
5290.22,0.476,14.0,PhD,East,Female,Group_A,Senior,1
2693.61,0.555,6.8,High School,South,Female,Group_C,Young,0
1700.58,0.2297,9.2,Bachelors,North,Female,Group_A,Adult,0
2898.42,0.3167,9.0,No Degree,South,Male,Group_C,Young,0
7200.34,0.1567,5.9,High School,South,Female,Group_B,Young,0
7119.23,0.2932,8.7,Bachelors,Central,Male,Group_B,Adult,1
8041.24,0.3001,13.0,Bachelors,West,Male,Group_D,Senior,1
7472.39,0.1712,12.8,No Degree,West,Female,Group_A,Senior,0
8463.96,0.1913,8.2,Masters,East,Male,Group_B,Adult,1
6021.9,0.2991,5.9,High School,West,Male,Group_A,Young,0
12106.17,0.3288,4.2,Bachelors,Central,Male,Group_B,Adult,1
5692.05,0.1281,4.6,Bachelors,Central,Male,Group_A,Senior,0
13354.81,0.1811,11.9,High School,North,Female,Group_B,Adult,1
3593.23,0.2758,7.6,High School,East,Male,Group_B,Young,1
3547.61,0.2362,14.0,No Degree,Central,Female,Group_B,Senior,0
4464.04,0.1895,20.5,PhD,Central,Male,Group_A,Adult,1
4823.53,0.3715,8.6,Bachelors,North,Male,Group_B,Adult,0
4185.49,0.3369,7.9,High School,South,Female,Group_A,Adult,0
6437.1,0.1451,8.2,Masters,North,Female,Group_B,Adult,1
4669.65,0.3962,22.3,PhD,West,Female,Group_A,Adult,1
3627.91,0.2862,5.0,Bachelors,East,Female,Group_D,Adult,1
4031.87,0.5596,10.0,Masters,East,Female,Group_C,Adult,0
9034.55,0.2345,17.2,Bachelors,East,Male,Group_A,Adult,1
5759.37,0.1466,11.8,Bachelors,West,Male,Group_A,Senior,1
2125.71,0.1803,10.4,Masters,South,Female,Group_C,Young,0
10459.98,0.2019,9.9,High School,South,Non-Binary,Group_A,Young,1
6104.33,0.2442,14.1,High School,Central,Male,Group_B,Adult,0
6765.32,0.0748,8.4,Bachelors,East,Female,Group_C,Young,1
7820.75,0.5065,4.4,High School,South,Female,Group_C,Adult,0
8025.39,0.2818,8.2,High School,South,Female,Group_C,Senior,0
3103.99,0.3891,11.8,High School,East,Male,Group_A,Adult,0
2878.12,0.5195,10.7,Masters,North,Female,Group_D,Adult,0
16288.27,0.3244,8.9,High School,West,Non-Binary,Group_B,Adult,1
3466.71,0.5681,5.8,Masters,West,Female,Group_C,Young,0
5939.18,0.5352,5.9,Bachelors,Central,Male,Group_D,Adult,0
11111.46,0.5454,4.4,Bachelors,North,Female,Group_A,Adult,1
3937.29,0.1802,3.7,Bachelors,Central,Female,Group_B,Adult,0
4104.91,0.4257,7.7,Bachelors,East,Male,Group_A,Senior,0
7810.56,0.1476,10.7,Bachelors,Central,Male,Group_A,Adult,1
5466.74,0.3743,11.1,Masters,North,Female,Group_A,Young,1
6295.29,0.3098,15.1,High School,Central,Female,Group_B,Adult,1
4721.05,0.5096,8.5,Bachelors,South,Male,Group_C,Adult,0
3777.5,0.1517,8.8,High School,South,Female,Group_B,Adult,1
4161.08,0.3213,8.8,High School,Central,Male,Group_A,Adult,0
8928.36,0.6338,14.5,High School,East,Male,Group_A,Adult,1
4239.46,0.3859,9.8,Bachelors,North,Female,Group_B,Adult,0
6089.75,0.2409,5.7,No Degree,North,Male,Group_A,Adult,0
3027.82,0.0654,7.3,High School,South,Non-Binary,Group_A,Young,0
13631.51,0.0755,4.8,No Degree,Central,Male,Group_A,Senior,1
5764.29,0.4241,6.1,High School,East,Male,Group_B,Adult,0
5824.37,0.1766,14.9,Bachelors,Central,Male,Group_A,Adult,1
7809.84,0.2706,12.3,No Degree,Central,Female,Group_A,Adult,1
3864.36,0.0082,15.9,High School,South,Female,Group_C,Adult,1
8927.34,0.0647,9.6,Masters,Central,Male,Group_A,Adult,1
2302.72,0.1817,7.0,Bachelors,South,Female,Group_C,Adult,0
3614.79,0.2692,9.5,Masters,East,Male,Group_B,Adult,1
3292.45,0.1533,9.5,Masters,South,Female,Group_C,Young,0
1919.27,0.3412,9.1,High School,West,Male,Group_A,Adult,0
3773.12,0.1207,9.9,Bachelors,South,Male,Group_C,Young,0
4788.75,0.1324,13.2,High School,East,Male,Group_A,Young,1
2849.9,0.2078,10.1,No Degree,East,Female,Group_B,Adult,0
2651.39,0.2599,6.2,PhD,South,Male,Group_C,Adult,0
5016.75,0.3253,15.8,High School,Central,Male,Group_A,Adult,0
4722.08,0.4424,10.4,Masters,South,Male,Group_C,Adult,0
4303.26,0.2434,12.4,No Degree,North,Male,Group_A,Adult,0
2609.55,0.0918,10.8,High School,West,Female,Group_C,Adult,0
4034.88,0.3503,9.6,High School,South,Female,Group_C,Senior,0
3522.28,0.5433,3.0,No Degree,North,Male,Group_A,Young,0
5130.4,0.3715,8.8,High School,West,Male,Group_C,Adult,0
3716.67,0.4172,9.8,PhD,Central,Male,Group_A,Adult,0
4820.45,0.3748,7.2,Masters,North,Female,Group_A,Adult,1
2551.89,0.5393,6.7,Masters,South,Male,Group_B,Senior,0
2444.45,0.4847,7.3,High School,East,Male,Group_B,Adult,0
6494.88,0.283,18.0,Bachelors,West,Male,Group_A,Young,1
7206.05,0.0628,5.1,High School,Central,Male,Group_A,Adult,0
4038.54,0.333,11.0,Bachelors,North,Female,Group_C,Adult,0
4983.15,0.1522,12.7,High School,South,Female,Group_C,Senior,0
3925.09,0.3094,9.3,No Degree,West,Male,Group_A,Adult,0
8506.73,0.396,9.6,High School,South,Female,Group_C,Adult,0
4440.18,0.119,17.2,Masters,South,Female,Group_C,Young,0
3829.78,0.1204,5.5,High School,North,Male,Group_B,Young,0
7967.69,0.2734,25.3,High School,Central,Female,Group_A,Young,0
3337.44,0.393,8.0,Masters,North,Female,Group_A,Adult,0
5315.11,0.1583,8.6,Masters,Central,Male,Group_B,Adult,1
2909.58,0.3082,9.2,Bachelors,East,Male,Group_D,Senior,0
6851.86,0.1163,10.7,Bachelors,West,Female,Group_B,Senior,1
7388.72,0.1976,18.6,Bachelors,West,Male,Group_B,Adult,1
2580.28,0.1492,12.4,Masters,South,Female,Group_B,Young,0
2386.73,0.2157,4.3,High School,Central,Male,Group_B,Adult,0
5677.53,0.5095,16.5,Bachelors,West,Male,Group_C,Adult,0
12970.2,0.3231,4.0,High School,East,Male,Group_A,Senior,1
7646.36,0.2269,6.2,Bachelors,South,Male,Group_B,Adult,0
4419.72,0.4059,5.8,Masters,North,Male,Group_B,Adult,0
